team_id,year,league_id,sub_league_id,division_id,name,abbr,nickname,best_hitter_id,best_pitcher_id,best_rookie_id,manager_id,made_playoffs,won_playoffs,fired,position_in_division
31,1998,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,0,0,0,0
31,1999,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,1,0,0,0
31,2000,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,0,0,0,0
31,2001,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,1,1,0,0
31,2002,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,1,0,0,0
31,2003,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,0,0,0,0
31,2004,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,0,0,0,0
31,2005,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,0,0,0,0
31,2006,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,0,0,0,0
31,2007,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,1,0,0,0
31,2008,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,0,0,0,0
31,2009,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,0,0,0,0
31,2010,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,0,0,0,0
31,2011,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,1,0,0,0
31,2012,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,0,0,0,0
31,2013,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,0,0,0,0
31,2014,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,0,0,0,0
31,2015,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,0,0,0,0
31,2016,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,0,0,0,0
31,2017,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,1,0,0,0
31,2018,150,1,2,"Arizona","ARI","Diamondbacks",0,0,0,0,0,0,0,0
32,1871,150,0,0,"Boston","BS1","Red Stockings",0,0,0,0,0,0,0,0
32,1872,150,0,0,"Boston","BS1","Red Stockings",0,0,0,0,0,0,0,0
32,1873,150,0,0,"Boston","BS1","Red Stockings",0,0,0,0,0,0,0,0
32,1874,150,0,0,"Boston","BS1","Red Stockings",0,0,0,0,0,0,0,0
32,1875,150,0,0,"Boston","BS1","Red Stockings",0,0,0,0,0,0,0,0
32,1876,150,0,0,"Boston","BSN","Red Caps",0,0,0,0,0,0,0,0
32,1877,150,0,0,"Boston","BSN","Red Caps",0,0,0,0,0,0,0,0
32,1878,150,0,0,"Boston","BSN","Red Caps",0,0,0,0,0,0,0,0
32,1879,150,0,0,"Boston","BSN","Red Caps",0,0,0,0,0,0,0,0
32,1880,150,0,0,"Boston","BSN","Red Caps",0,0,0,0,0,0,0,0
32,1881,150,0,0,"Boston","BSN","Red Caps",0,0,0,0,0,0,0,0
32,1882,150,0,0,"Boston","BSN","Red Caps",0,0,0,0,0,0,0,0
32,1883,150,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1884,150,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1885,150,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1886,150,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1887,150,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1888,150,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1889,150,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1890,150,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1891,150,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1892,150,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1893,150,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1894,150,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1895,150,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1896,150,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1897,150,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1898,150,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1899,150,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1900,150,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1901,150,1,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1902,150,1,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1903,150,1,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1904,150,1,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1905,150,1,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1906,150,1,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1907,150,1,0,"Boston","BSN","Doves",0,0,0,0,0,0,0,0
32,1908,150,1,0,"Boston","BSN","Doves",0,0,0,0,0,0,0,0
32,1909,150,1,0,"Boston","BSN","Doves",0,0,0,0,0,0,0,0
32,1910,150,1,0,"Boston","BSN","Doves",0,0,0,0,0,0,0,0
32,1911,150,1,0,"Boston","BSN","Rustlers",0,0,0,0,0,0,0,0
32,1912,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1913,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1914,150,1,0,"Boston","BSN","Braves",0,0,0,0,1,1,0,0
32,1915,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1916,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1917,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1918,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1919,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1920,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1921,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1922,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1923,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1924,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1925,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1926,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1927,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1928,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1929,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1930,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1931,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1932,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1933,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1934,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1935,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1936,150,1,0,"Boston","BSN","Bees",0,0,0,0,0,0,0,0
32,1937,150,1,0,"Boston","BSN","Bees",0,0,0,0,0,0,0,0
32,1938,150,1,0,"Boston","BSN","Bees",0,0,0,0,0,0,0,0
32,1939,150,1,0,"Boston","BSN","Bees",0,0,0,0,0,0,0,0
32,1940,150,1,0,"Boston","BSN","Bees",0,0,0,0,0,0,0,0
32,1941,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1942,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1943,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1944,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1945,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1946,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1947,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1948,150,1,0,"Boston","BSN","Braves",0,0,0,0,1,0,0,0
32,1949,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1950,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1951,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1952,150,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1953,150,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1954,150,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1955,150,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1956,150,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1957,150,1,0,"Milwaukee","ML1","Braves",0,0,0,0,1,1,0,0
32,1958,150,1,0,"Milwaukee","ML1","Braves",0,0,0,0,1,0,0,0
32,1959,150,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1960,150,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1961,150,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1962,150,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1963,150,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1964,150,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1965,150,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1966,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1967,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1968,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1969,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,1970,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1971,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1972,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1973,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1974,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1975,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1976,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1977,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1978,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1979,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1980,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1981,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1982,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,1983,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1984,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1985,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1986,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1987,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1988,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1989,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1990,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1991,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,1992,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,1993,150,1,1,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,1994,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1995,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,1,0,0
32,1996,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,1997,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,1998,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,1999,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,2000,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,2001,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,2002,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,2003,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,2004,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,2005,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,2006,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,2007,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,2008,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,2009,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,2010,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,2011,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,2012,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,2013,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,2014,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,2015,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,2016,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,2017,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,2018,150,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
33,1875,150,0,0,"St. Louis","SL2","Brown Stockings",0,0,0,0,0,0,0,0
33,1876,150,0,0,"St. Louis","SL3","Brown Stockings",0,0,0,0,0,0,0,0
33,1877,150,0,0,"St. Louis","SL3","Brown Stockings",0,0,0,0,0,0,0,0
33,1878,150,0,0,"St. Louis","SL3","Brown Stockings",0,0,0,0,0,0,0,0
33,1879,150,0,0,"St. Louis","SL3","Brown Stockings",0,0,0,0,0,0,0,0
33,1880,150,0,0,"St. Louis","SL3","Brown Stockings",0,0,0,0,0,0,0,0
33,1881,150,0,0,"St. Louis","SL3","Brown Stockings",0,0,0,0,0,0,0,0
33,1882,150,0,0,"St. Louis","SL4","Brown Stockings",0,0,0,0,0,0,0,0
33,1883,150,0,0,"St. Louis","SL4","Browns",0,0,0,0,0,0,0,0
33,1884,150,0,0,"St. Louis","SL4","Browns",0,0,0,0,0,0,0,0
33,1885,150,0,0,"St. Louis","SL4","Browns",0,0,0,0,0,0,0,0
33,1886,150,0,0,"St. Louis","SL4","Browns",0,0,0,0,0,0,0,0
33,1887,150,0,0,"St. Louis","SL4","Browns",0,0,0,0,0,0,0,0
33,1888,150,0,0,"St. Louis","SL4","Browns",0,0,0,0,0,0,0,0
33,1889,150,0,0,"St. Louis","SL4","Browns",0,0,0,0,0,0,0,0
33,1890,150,0,0,"St. Louis","SL4","Browns",0,0,0,0,0,0,0,0
33,1891,150,0,0,"St. Louis","SL4","Browns",0,0,0,0,0,0,0,0
33,1892,150,0,0,"St. Louis","SL4","Browns",0,0,0,0,0,0,0,0
33,1893,150,0,0,"St. Louis","SL4","Browns",0,0,0,0,0,0,0,0
33,1894,150,0,0,"St. Louis","SL4","Browns",0,0,0,0,0,0,0,0
33,1895,150,0,0,"St. Louis","SL4","Browns",0,0,0,0,0,0,0,0
33,1896,150,0,0,"St. Louis","SL4","Browns",0,0,0,0,0,0,0,0
33,1897,150,0,0,"St. Louis","SL4","Browns",0,0,0,0,0,0,0,0
33,1898,150,0,0,"St. Louis","SL4","Browns",0,0,0,0,0,0,0,0
33,1899,150,0,0,"St. Louis","SL4","Browns",0,0,0,0,0,0,0,0
33,1900,150,0,0,"St. Louis","SL4","Browns",0,0,0,0,0,0,0,0
33,1901,150,0,0,"Milwaukee","MLA","Brewers",0,0,0,0,0,0,0,0
33,1902,150,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1903,150,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1904,150,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1905,150,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1906,150,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1907,150,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1908,150,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1909,150,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1910,150,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1911,150,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1912,150,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1913,150,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1914,150,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1915,150,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1916,150,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1917,150,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1918,150,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1919,150,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1920,150,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1921,150,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
