team_id,year,league_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,hr9,bb9,cgp,fip,qsp,winp,rsg,svp,bsvp,gfp,era,pig,ws,whip,gbfbp,kbb,babip
252,2019,159,4,1,428,102,482,197,130,69,63,44,84,81,96,132,1769,2,22,22,7,9,0,87,30,0,5,2,11,0,0,0,4,5,0,9,3,0,0,0,0,0,9,0,0,15.6916,0.3037,0.3714,0.4603,0.8316,11.3961,6.0487,0.9643,3.8571,0.0000,0.0000,0.1364,0.4375,2.8636,0.0000,0.0000,0.0000,7.1006,80.4091,0.0000,1.6948,0.4211,1.5682,0.3371
253,2019,159,4,1,411,102,471,166,118,99,55,48,60,57,91,101,1816,1,23,23,4,6,0,85,25,3,0,1,7,0,0,0,4,9,0,10,3,0,0,0,0,0,11,5,0,15.3909,0.2871,0.3739,0.4039,0.7778,10.3779,8.7068,0.6156,4.2215,0.0000,0.0000,0.1304,0.4000,2.3913,0.0000,0.0000,0.0000,5.0130,78.9565,0.0000,1.6221,0.4740,2.0625,0.3639
254,2019,159,4,1,456,114,519,206,135,88,65,45,65,63,112,122,1894,2,23,23,5,7,0,91,29,4,4,3,12,1,1,0,4,9,0,14,6,0,0,0,0,0,9,2,0,14.8343,0.2961,0.3677,0.4518,0.8195,10.5959,6.9070,0.9419,3.5320,0.0000,0.0000,0.2609,0.4167,2.8261,0.0000,0.0000,0.0000,4.9448,82.3478,0.0000,1.5698,0.4786,1.9556,0.3417
255,2019,159,4,1,446,107,497,184,134,72,55,36,70,63,112,126,1783,1,22,22,4,5,0,100,24,2,4,4,6,2,0,0,1,9,0,5,7,0,0,0,0,0,6,3,0,15.0093,0.3004,0.3616,0.4126,0.7742,11.2360,6.0373,0.5031,3.0186,0.0000,0.0000,0.3182,0.4444,2.5000,0.0000,0.0000,0.0000,5.2826,81.0455,0.0000,1.5839,0.4706,2.0000,0.3441
256,2019,160,4,1,422,107,467,157,109,72,44,32,66,58,124,115,1607,2,23,23,3,10,0,81,15,3,3,6,7,0,0,0,8,7,0,10,4,0,0,0,0,0,6,1,0,12.3715,0.2583,0.3190,0.3720,0.6910,9.1115,6.0186,0.5851,2.6749,0.0000,0.0000,0.1739,0.2308,1.9130,0.0000,0.0000,0.0000,4.8483,69.8696,0.0000,1.3096,0.5188,2.2500,0.2948
257,2019,159,4,1,430,110,477,207,124,76,69,38,74,73,121,110,1688,0,23,23,7,8,0,75,28,3,1,8,13,0,0,0,5,5,0,17,7,0,0,0,0,0,6,2,0,13.6636,0.2884,0.3523,0.4814,0.8337,10.1455,6.2182,1.0636,3.1091,0.0000,0.0000,0.3043,0.4667,3.0000,0.0000,0.0000,0.0000,5.9727,73.3913,0.0000,1.4727,0.5238,2.0000,0.3246
258,2019,159,4,1,429,108,472,169,120,87,86,32,70,60,114,107,1794,0,22,22,6,7,0,85,27,2,3,2,6,0,0,0,7,6,0,11,4,0,0,0,0,0,11,2,0,13.1667,0.2797,0.3362,0.3939,0.7301,10.0000,7.2500,0.5000,2.6667,0.0000,0.0000,0.1818,0.4615,3.9091,0.0000,0.0000,0.0000,5.0000,81.5455,0.0000,1.4074,0.5158,2.7188,0.3363
259,2019,159,4,1,463,116,519,194,123,78,65,50,55,47,117,140,1876,0,23,23,6,5,0,76,33,2,0,4,10,1,0,1,4,4,0,9,7,0,0,0,0,0,13,3,0,13.7328,0.2657,0.3424,0.4190,0.7614,9.5431,6.0517,0.7759,3.8793,0.0000,0.0000,0.3043,0.5455,2.8261,0.0000,0.0000,0.0000,3.6466,81.5652,0.0000,1.4914,0.4553,1.5600,0.3013
260,2019,159,4,1,477,121,524,181,122,90,77,38,57,52,123,138,1904,2,23,23,8,7,0,82,28,1,3,5,7,0,0,0,2,5,0,11,9,0,0,0,0,0,8,0,0,12.2055,0.2558,0.3155,0.3795,0.6949,9.0247,6.6575,0.5178,2.8110,0.0000,0.0000,0.3913,0.5333,3.3478,0.0000,0.0000,0.0000,3.8466,82.7826,0.0000,1.3151,0.4713,2.3684,0.3003
261,2019,160,4,1,452,115,500,167,114,92,46,40,54,49,117,130,1851,2,23,23,6,9,0,85,15,3,2,4,10,1,0,0,7,3,0,4,8,0,0,0,0,0,7,1,0,12.2161,0.2522,0.3159,0.3695,0.6854,8.8703,7.1585,0.7781,3.1124,0.0000,0.0000,0.3478,0.4000,2.0000,0.0000,0.0000,0.0000,3.8127,80.4783,0.0000,1.3314,0.4737,2.3000,0.2955
262,2019,160,4,1,467,116,529,207,141,103,95,45,70,68,115,110,1907,0,23,23,5,9,0,104,21,2,5,3,13,0,0,0,6,10,0,17,6,0,0,0,0,0,10,1,0,15.2069,0.3019,0.3719,0.4433,0.8152,10.9397,7.9914,1.0086,3.4914,0.0000,0.0000,0.2609,0.3571,4.1304,0.0000,0.0000,0.0000,5.2759,82.9130,0.0000,1.6034,0.5111,2.2889,0.3596
263,2019,160,4,1,438,110,482,188,126,105,59,34,63,61,96,117,1805,1,22,22,6,6,0,85,29,4,3,3,9,0,0,0,5,3,0,9,6,0,0,0,0,0,5,1,0,13.2961,0.2877,0.3410,0.4292,0.7702,10.2779,8.5650,0.7341,2.7734,0.0000,0.0000,0.2727,0.5000,2.6818,0.0000,0.0000,0.0000,4.9758,82.0455,0.0000,1.4502,0.4507,3.0882,0.3578
264,2019,159,4,1,450,117,502,183,119,108,114,40,63,61,109,118,1878,0,23,23,10,6,0,84,20,3,3,1,14,0,0,0,5,6,0,12,9,0,0,0,0,0,12,2,0,12.6923,0.2644,0.3307,0.4067,0.7373,9.1538,8.3077,1.0769,3.0769,0.0000,0.0000,0.3913,0.6250,4.9565,0.0000,0.0000,0.0000,4.6923,81.6522,0.0000,1.3590,0.4802,2.7000,0.3172
265,2019,160,4,1,481,124,526,174,126,93,53,27,57,56,125,139,1931,2,23,23,8,6,0,88,32,2,5,2,4,2,0,0,2,11,0,11,8,0,0,0,0,0,15,3,0,11.8396,0.2620,0.3130,0.3617,0.6747,9.0963,6.7139,0.2888,1.9492,0.0000,0.0000,0.3478,0.5714,2.3043,0.0000,0.0000,0.0000,4.0428,83.9565,0.0000,1.2273,0.4735,3.4444,0.3136
266,2019,160,4,1,483,118,525,199,137,98,73,33,65,58,129,114,1975,1,23,23,6,7,0,98,26,0,4,3,10,0,0,0,5,5,0,10,7,0,0,0,0,0,12,2,0,13.3099,0.2836,0.3333,0.4120,0.7453,10.4197,7.4535,0.7606,2.5099,0.0000,0.0000,0.3043,0.4615,3.1739,0.0000,0.0000,0.0000,4.4113,85.8696,0.0000,1.4366,0.5309,2.9697,0.3351
267,2019,159,4,1,405,110,465,146,93,76,65,45,50,46,108,134,1734,1,23,23,5,6,0,63,16,4,8,5,9,1,0,0,3,3,0,8,10,0,0,0,0,0,7,1,0,11.5015,0.2296,0.3059,0.3605,0.6664,7.5861,6.1994,0.7341,3.6707,0.0000,0.0000,0.4348,0.4545,2.8261,0.0000,0.0000,0.0000,3.7523,75.3913,0.0000,1.2508,0.4463,1.6889,0.2561
268,2019,160,4,1,443,116,488,154,106,78,48,39,53,50,135,122,1820,0,23,23,7,8,0,73,24,1,2,3,6,1,0,0,9,3,0,7,7,0,0,0,0,0,8,5,0,11.4828,0.2393,0.3039,0.3476,0.6515,8.2241,6.0517,0.4655,3.0259,0.0000,0.0000,0.3043,0.4667,2.0870,0.0000,0.0000,0.0000,3.8793,79.1304,0.0000,1.2500,0.5253,2.0000,0.2770
269,2019,160,4,1,466,120,533,164,124,93,53,50,66,53,116,131,1983,1,23,23,7,8,0,94,22,2,4,6,2,1,0,0,4,11,0,10,7,0,0,0,0,0,13,6,0,13.8366,0.2661,0.3484,0.3519,0.7003,9.2742,6.9557,0.1496,3.7396,0.0000,0.0000,0.3043,0.4667,2.3043,0.0000,0.0000,0.0000,3.9640,86.2174,0.0000,1.4460,0.4696,1.8600,0.3253
270,2019,160,4,1,494,132,553,175,116,111,85,43,49,45,123,145,2018,0,23,23,15,4,0,79,25,4,3,2,10,0,0,0,6,9,0,8,12,0,0,0,0,0,12,6,0,11.4545,0.2348,0.3060,0.3543,0.6603,7.9091,7.5682,0.6818,2.9318,0.0000,0.0000,0.5217,0.7895,3.6957,0.0000,0.0000,0.0000,3.0682,87.7391,0.0000,1.2045,0.4590,2.5814,0.2819
271,2019,160,4,1,406,104,454,151,108,75,53,38,58,55,87,138,1642,0,22,22,5,8,0,81,17,4,2,4,6,0,0,0,1,4,0,8,5,0,0,0,0,0,12,4,0,12.9808,0.2660,0.3333,0.3719,0.7053,9.3462,6.4904,0.5192,3.2885,0.0000,0.0000,0.2273,0.3846,2.4091,0.0000,0.0000,0.0000,4.7596,74.6364,0.0000,1.4038,0.3867,1.9737,0.3119
272,2019,160,4,1,465,119,506,192,120,115,54,28,53,50,115,116,1905,2,23,23,8,7,0,75,29,1,3,5,11,0,0,0,4,9,0,9,8,0,0,0,0,0,9,4,0,11.8078,0.2581,0.3109,0.4129,0.7238,9.0251,8.6490,0.8273,2.1058,0.0000,0.0000,0.3478,0.5333,2.3478,0.0000,0.0000,0.0000,3.7604,82.8261,0.0000,1.2368,0.4978,4.1071,0.3187
273,2019,159,4,1,409,104,459,179,120,86,66,34,63,60,115,95,1725,0,23,23,5,7,0,85,22,4,7,2,11,0,0,0,10,5,0,10,2,0,0,0,0,0,8,4,0,13.7596,0.2934,0.3495,0.4377,0.7871,10.3846,7.4423,0.9519,2.9423,0.0000,0.0000,0.0870,0.4167,2.8696,0.0000,0.0000,0.0000,5.1923,75.0000,0.0000,1.4808,0.5476,2.5294,0.3417
274,2019,160,4,1,427,107,471,172,127,78,47,30,62,59,127,99,1667,0,23,23,4,5,0,93,28,2,4,1,5,1,0,0,5,8,0,9,2,0,0,0,0,0,13,5,0,13.8785,0.2974,0.3518,0.4028,0.7546,10.6822,6.5607,0.4206,2.5234,0.0000,0.0000,0.0870,0.4444,2.0435,0.0000,0.0000,0.0000,4.9626,72.4783,0.0000,1.4673,0.5619,2.6000,0.3506
275,2019,160,4,1,462,119,505,168,116,91,52,35,46,41,128,123,1915,0,23,23,5,5,0,89,12,0,3,5,10,0,0,0,5,5,0,11,6,0,0,0,0,0,9,4,0,11.7983,0.2511,0.3089,0.3636,0.6725,8.7731,6.8824,0.7563,2.6471,0.0000,0.0000,0.2609,0.5000,2.2609,0.0000,0.0000,0.0000,3.1008,83.2609,0.0000,1.2689,0.5100,2.6000,0.2912
276,2019,160,4,1,471,122,523,166,117,105,70,35,52,47,124,124,1951,2,23,23,7,7,0,85,22,2,3,3,7,0,0,0,5,12,0,7,9,0,0,0,0,0,10,4,0,12.0326,0.2484,0.3148,0.3524,0.6672,8.5842,7.7038,0.5136,2.5679,0.0000,0.0000,0.3913,0.5000,3.0435,0.0000,0.0000,0.0000,3.4484,84.8261,0.0000,1.2391,0.5000,3.0000,0.3039
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
